,formatted_readme,summary,prompt_text,generated_summary
82,// TODO: must override in RubyModule to pick up constants,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: must override in RubyModule to pick up constants

### Response:",IMPLEMENTATION.
83,// TODO: Hard coded -. JDBC/ODBC bridge JDK1.4 // brings back -9 for nvarchar columns in // MS SQL Server tables. // -8 is ROWID in Oracle.,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Hard coded -. JDBC/ODBC bridge JDK1.4 // brings back -9 for nvarchar columns in // MS SQL Server tables. // -8 is ROWID in Oracle.

### Response:",DESIGN. IMPLEMENTATION.
84,"// entry exists, proxy doesn't match. replace. // this could happen if old proxy was gc'ed // TODO: raise exception if stored proxy is non-null? (not gc'ed)",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// entry exists, proxy doesn't match. replace. // this could happen if old proxy was gc'ed // TODO: raise exception if stored proxy is non-null? (not gc'ed)

### Response:",DESIGN.
85,// Split the methods into constructors and regular method lists,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Split the methods into constructors and regular method lists

### Response:",DESIGN.
86,"//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//DMS Why not this? //new SubProgressMonitor(progressMonitor, 1));

### Response:",DESIGN.
87,/** * Test the constructor used for loading a profile from a Jar file. * TODO: Test FigNode! * * Exception if something goes wrong */,TEST,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * Test the constructor used for loading a profile from a Jar file. * TODO: Test FigNode! * * Exception if something goes wrong */

### Response:",TEST.
88,// TODO: Implement following WFR for GeneralizableElements // [4] The parent must be included in the Namespace of the // GeneralizableElement. // self.generalization->forAll(g | // self.namespace.allContents->includes(g.parent) ) // return ModelManagementHelperMDRImpl.getContents(ns).contains( // gen.getParent());,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: Implement following WFR for GeneralizableElements // [4] The parent must be included in the Namespace of the // GeneralizableElement. // self.generalization->forAll(g | // self.namespace.allContents->includes(g.parent) ) // return ModelManagementHelperMDRImpl.getContents(ns).contains( // gen.getParent());

### Response:",IMPLEMENTATION.
89,//Maybe do nothing at all?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//Maybe do nothing at all?

### Response:",DESIGN.
90,"// TODO: This is a composite association, so these will get deleted // automatically. The only thing we need to do is check for any // additional elements that need to be deleted as a result.",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This is a composite association, so these will get deleted // automatically. The only thing we need to do is check for any // additional elements that need to be deleted as a result.

### Response:",IMPLEMENTATION.
91,/** * The target model element * In UML1.x this is the element that owns the expression. * In UML2.x this is the expression itself * TODO: This makes behaviour different enough that separate subclasses * should be considered. */,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * The target model element * In UML1.x this is the element that owns the expression. * In UML2.x this is the expression itself * TODO: This makes behaviour different enough that separate subclasses * should be considered. */

### Response:",DESIGN.
92,// ignored - it shouldn't have been in the project in the 1st place,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// ignored - it shouldn't have been in the project in the 1st place

### Response:",DESIGN.
93,// implement the recursion for getClassImpl(),IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// implement the recursion for getClassImpl()

### Response:",IMPLEMENTATION.
94,//TODO no methods yet for getClassname //TODO no method for newInstance using a reverse-classloader,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO no methods yet for getClassname //TODO no method for newInstance using a reverse-classloader

### Response:",DESIGN.
95,"//TODO: make EntityPersister *not* depend on SessionFactoryImplementor //interface, if possible",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: make EntityPersister *not* depend on SessionFactoryImplementor //interface, if possible

### Response:",DESIGN.
96,// not needed,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// not needed

### Response:",IMPLEMENTATION.
97,// TODO: This needs to be managed on a per-project or per-model/extent // basis,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This needs to be managed on a per-project or per-model/extent // basis

### Response:",DESIGN.
98,// TODO should this throw an error?,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO should this throw an error?

### Response:",DESIGN.
99,// TODO: It doesn't matter what these get set to because GEF can't // draw anything except 1 pixel wide lines,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: It doesn't matter what these get set to because GEF can't // draw anything except 1 pixel wide lines

### Response:",DEFECT.
100,// TODO : not sure the best way to handle this. // The non-performant way :,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO : not sure the best way to handle this. // The non-performant way :

### Response:",DESIGN.
101,//TODO: shift block right by half,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
//TODO: shift block right by half

### Response:",DESIGN.
102,"/** * Information about a source unit and its content, whether * it exists only in memory or it's stored in a file. * * TODO: Making this an interface instead of a class would allow * more flexibility in dealing with non-file-based resources. - tfm * * aslo */",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
/** * Information about a source unit and its content, whether * it exists only in memory or it's stored in a file. * * TODO: Making this an interface instead of a class would allow * more flexibility in dealing with non-file-based resources. - tfm * * aslo */

### Response:",DESIGN.
103,"// If any subexpressions didn't terminate, they don't count // TODO check if this code ever gets hit",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// If any subexpressions didn't terminate, they don't count // TODO check if this code ever gets hit

### Response:",DEFECT.
104,"// TODO: This code appears to be designed to jump to the diagram // containing the contents of the package that was double clicked // but it looks like it's always searching for the name ""main"" // instead of the package name. // TODO: But in any case, it should be delegating this work to // to something that knows about the diagrams and they contents -tfm",DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This code appears to be designed to jump to the diagram // containing the contents of the package that was double clicked // but it looks like it's always searching for the name ""main"" // instead of the package name. // TODO: But in any case, it should be delegating this work to // to something that knows about the diagrams and they contents -tfm

### Response:",DESIGN.
105,// TODO: deal with varargs,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: deal with varargs

### Response:",IMPLEMENTATION.
106,// Workaround for JRUBY-4149,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// Workaround for JRUBY-4149

### Response:",DESIGN.
107,// XXX - we are committing CombiningChar and Extender here,DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// XXX - we are committing CombiningChar and Extender here

### Response:",DESIGN.
108,// not needed,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// not needed

### Response:",IMPLEMENTATION.
109,// TODO: This is updating model on a per character basis as // well as unregistering/reregistering event listeners every // character - very wasteful - tfm,IMPLEMENTATION,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// TODO: This is updating model on a per character basis as // well as unregistering/reregistering event listeners every // character - very wasteful - tfm

### Response:",DESIGN.
110,// All keys in messages.properties are lowercase (historical reasons?),DESIGN,"### Instruction: Classify the following text as DEFECT, DESIGN, DOCUMENTATION,  IMPLEMENTATION, or TEST. Use just one class.

### Input:
// All keys in messages.properties are lowercase (historical reasons?)

### Response:",DESIGN.
